"spellID","Name","Description"
16067,"Arcane Blast","Blasts a target for 238 Arcane damage."
16231,"Curse of Recklessness","Increases an enemy's attack power by 22, but reduces its armor by 290 for 2 min. Cursed enemies will ignore fear effects and refuse to flee from combat. Only one curse per warlock can be active on any one target."
16429,"Piercing Shadow","Reduces an enemy's Shadow resistance by 80 for 20 sec."
16430,"Soul Tap","Taps into an enemy's soul. Steals 1,039 health every 2 sec. and 150 mana every 2 sec., transferring them to the caster. Lasts 8 sec."
16454,"Searing Blast","Blasts a target for ^2.2901 Fire damage and increases damage done to target by Fire spells by up to ^0.3130 for 30 sec."
16511,"Hemorrhage","Rips a gushing wound in the target, dealing 89,041 Physical damage and increasing Bleed damage from your abilities on the target by 25% for 20 sec.



Awards 1 combo point."
16568,"Mind Flay","Inflicts Shadow damage to an enemy and reduces its movement speed for 3 sec."
16570,"Charged Arcane Bolt","Hurls a magical bolt at an enemy, inflicting Arcane damage."
16583,"Shadow Shock","Instantly lashes an enemy with dark magic, inflicting Shadow damage."
16587,"Dark Whispers","Increases the Shadow damage dealt by an ally by 35 for 10 min."
16588,"Dark Mending","Heals an ally with dark magic."
16592,"Shadowform","Assumes a Shadowform, increasing Shadow damage dealt by 20% and reducing melee damage taken by 20%. Shadowform lasts until cancelled."
17147,"Exorcism","Inflicts Holy damage to an undead enemy."
17162,"Summon Water Elemental","Summon a Water Elemental to fight for the caster for 1 min."
17177,"Seal of Protection","Protects a targeted party member from all attacks for 8 sec., as well as preventing it from attacking or using abilities. Players may only have one seal on them per paladin at any one time."
17243,"Drain Mana","Drains up to 4,075 mana from an enemy over 5 sec. and transfers it to the caster."
17253,"Bite","Bite the enemy, causing 10,193 damage.  Deals 100% more damage and costs 100% more Focus when your pet has 50 or more Focus."
17286,"Crusader's Hammer","Stuns nearby enemies, rendering them unable to move or attack for 4 sec."
17364,"Stormstrike","Energizes both your weapons with lightning and delivers a massive blow to your target, dealing a total of 168,108 Physical damage."
17405,"Domination","Takes control of a humanoid enemy for 8 sec."
17618,"Summon Risen Lackey","Summons 1 Risen Lackey to aid the caster in battle for 1 min."
17633,"Arcane Focus","Increases an ally's casting speed by 66% for 30 sec."
17735,"Suffering","The Voidwalker taunts the target to attack it for 5 sec, and increases its threat against the target.



Auto-Cast:

Taunts the current target if it is not attacking the Voidwalker and taunts any target who attacks its master.



(Right-Click to toggle)"
17738,"Curse of the Plague Rat","Transforms an enemy into a rat, forcing it to wander around and deal 8,435 Nature damage every 2 sec to nearby allies for up to 14 sec. While wandering, the rat cannot attack or cast spells, but regenerates very quickly. Only one target can be cursed at a time."
17740,"Mana Shield","Enfolds the caster in a protective shield that lasts 1 min. and absorbs up to 660 Physical damage, draining mana instead of health. Drains 2.0 mana per point of damage absorbed."
17767,"Shadow Bulwark","Temporarily grants the Voidwalker 30% of its maximum health for 20 sec.



Auto-Cast:

Use this ability when below 20% health.



(Right-Click to toggle)"
17877,"Shadowburn","Blasts a target for 24,942 Shadow damage. 



Generates 2 Soul Shards if the target dies within 5 sec."
17962,"Conflagrate","Triggers an explosion on the target, dealing 14,973 Fire damage.



Generates 1 Soul Shard."
20572,"Blood Fury","Increases attack power by 2,243. Lasts 15 sec."
24394,"Intimidation","Command your pet to intimidate the target, stunning it for 5 sec."
24858,"Moonkin Form","Shapeshift into Moonkin Form, increasing your Arcane and Nature damage by 10% and your armor by 200%, and granting protection from Polymorph effects.



While in this form, single-target attacks against you have a 15% chance make your next damaging spell instant.



The act of shapeshifting frees you from movement impairing effects."
32133,"Corrupted Earth","Shocks an enemy with concussive force, inflicting Nature damage and slowing the target for 3 sec."
32135,"Corrupted Healing Stream Totem","Summons a Healing Stream Totem at the feet of the caster for 1 min that heals allies within 20 yards every 2 seconds."
32137,"Corrupted Air Totem","Summons a Healing Stream Totem with 5 health at the feet of the caster for 1 min that heals group members within 0 yards for 5 every 5.2 seconds."
32182,"Heroism","Increases haste by 30% for all party and raid members for 40 sec.



Allies receiving this effect will become Exhausted and unable to benefit from Heroism or Time Warp again for 10 min."
32266,"Portal: Exodar","Creates a portal, teleporting group members that use it to Exodar."
32267,"Portal: Silvermoon","Creates a portal, teleporting group members that use it to Silvermoon."
32271,"Teleport: Exodar","Teleports you to Exodar."
32272,"Teleport: Silvermoon","Teleports you to Silvermoon."
32324,"Shadow Burst","Let forth a burst of energy knocking all nearby enemies back, dealing Shadow damage and removing all threat."
32375,"Mass Dispel","Dispels magic in a 15 yard radius, removing all harmful Magic from 5 friendly targets and 1 beneficial Magic effect from 5 enemy targets. Potent enough to remove Magic that is normally undispellable."
32421,"Soul Scream","Lets out a soul scream, disorienting nearby enemies for 2 sec."
32445,"Holy Wrath","Sends bolts of holy power in all directions, causing Holy damage to all targets within 80 yds, increasing by 40% per jump."
32546,"Binding Heal","Heals you, another friendly target, and a third friendly target within 20 yards for 22,007.



Triggers Serendipity, reducing the remaining cooldown on both Holy Word: Serenity and Holy Word: Sanctify by 3 sec."
32654,"Talon of Justice","Stuns an enemy, rendering it unable to move or attack for 5 sec."
32659,"Shadow Totem","Summons an Shadow Totem that lasts 1 min. and increases shadow damage."
32663,"Summon Dark Vortex","Summons a dark vortex near the caster."
32674,"Avenger's Shield","Hurls a holy shield at the enemy, dealing 659 Holy damage, Dazing them and then jumping to additional nearby enemies.  Affects 2 total targets."
32675,"Shadow Missiles","Launches shadow missiles at an enemy, inflicting Shadow damage each second for 5 sec."
32689,"Arcane Destruction","Increases an ally's spell power by 150 for 30 min."
32690,"Arcane Lightning","Strikes an enemy with a lightning bolt that arcs to another nearby enemy. The spell affects up to 5 targets, inflicting greater Arcane damage to each successive target. Silences an enemy, preventing them from casting spells for 4 sec."
32691,"Spell Shock","Counters an enemy's spell, preventing the enemy from casting that spell again for 6 sec. Generates a high amount of threat."
32707,"Incinerate","Deals Fire damage to your target."
32709,"Death Coil","Causes the enemy target to run in horror for 3 sec and deals Shadow damage.  The caster gains 100% of the damage caused in health."
32711,"Shadow Nova","Inflicts Shadow damage to nearby enemies."
32717,"Hurricane","Creates a violent storm in the target area causing Nature damage to enemies every 1 sec, and increasing the time between the attacks of enemies.  Lasts 10 sec."
32734,"Earth Shield","Protects the target with an earthen shield, causing melee attacks to heal the shielded target.  This effect can only occur once every few seconds.  10 charges.  Lasts 2 min."
32740,"Spikes","Spikes from the friendly target causing 61 Nature damage to attackers when hit.  Lasts 10 min."
32741,"Pain Spike","Causes Shadow damage instantly, but the damage caused will begin healing itself 5 seconds after landing."
32770,"Blessing of Light","Places a Blessing on the friendly target, increasing the effects of healing spells used on the target by up to 100%.  Lasts 5 min.  Players may only have one Blessing on them per Paladin at any one time."
32771,"Holy Shock","Inflicts 1,209 Holy damage."
32772,"Hammer of Wrath","Hurls a hammer that strikes an enemy for 6,444 Holy damage.  Only usable on enemies that have 20% or less health."
32773,"Consecration","Consecrates the land beneath Paladin, doing 4,224 Holy damage over 8 sec to enemies who enter the area."
32777,"Holy Shield","Increases chance to block by 30% for 10 sec, and deals 427 Holy damage for each attack blocked while active.  Each block expends a charge.  4 charges."
32779,"Repentance","Puts all nearby enemy targets in a state of meditation, incapacitating them for 8 sec.  Breaks on damage."
32859,"Falter","Immobilizes nearby enemies for 5 sec."
32861,"Shadowguard","Surrounds the caster with 3 shadows that have 50% chance of striking melee or ranged attackers for 8,410 damage. Each time the shadows strike, a shadow dissipates. Thus, the effect expires after 10 min. or after it has struck 3 times."
32862,"Drain Soul","Drains the soul of the target, inflicting Shadow damage every 1 seconds for 5 sec."
32863,"Seed of Corruption","Imbeds a demon seed in the enemy target, causing 10,650 Shadow damage over 18 sec.  When the target takes 2,500 total damage, the seed will detonate, inflicting Shadow damage to all enemies within 10 yards of the target."
32897,"Feedback","Hits an enemy with an anti-mana bolt. For each point of mana consumed by the bolt, the target takes 1.0 damage."
32917,"Judgment of Reckoning","Judges the enemy for 3,696 holy damage."
32926,"Lurk","Masks your presence, reducing the range at which it will attack you by 10 yards."
32936,"Der'izu Focus","Assumes an arcane focus, increasing Arcane damage dealt by 10%."
33009,"Blinding Light","Inflicts 5,276 Arcane damage to an enemy."
33051,"Greater Fireball","Inflicts Fire damage to an enemy."
33076,"Prayer of Mending","Places a ward on a party or raid member that heals them for 11,005 the next time they take damage, and then jumps to another party or raid member within 20 yds. Jumps up to 5 times and lasts 30 sec after each jump."
33127,"Seal of Command","Gives the Paladin a chance to deal additional Holy damage equal to 0% of normal weapon damage.  Only one Seal can be active on the Paladin at any one time.  Lasts 30 sec.



Unleashing this Seal's energy will judge an enemy, instantly causing 0 Holy damage, 0 if the target is stunned or incapacitated."
33147,"Greater Power Word: Shield","Shielded against Physical and magical damage.

Immune to Spell Interrupt.

Immune to Stun."
33173,"Greater Polymorph","Transforms an enemy into a sheep, forcing it to wander around for up to 10 sec. While wandering, the sheep cannot attack or cast spells, but regenerates very quickly. Any damage will transform the target back into its normal form. Only one target can be polymorphed at a time. Only works on beasts, dragons, giants, humanoids, and critters."
33175,"Arcane Shock","Shocks an enemy with concussive force, inflicting Nature damage and interrupting the spell being cast for 5 sec."
33206,"Pain Suppression","Reduces all damage taken by a friendly target by 40% for 8 sec. Castable while stunned."
33324,"Major Heal","Calls upon Holy magic to heal an ally."
33325,"Shadow Mend","Heals friendly targets within 15 yards for 3,424."
